Date,Branch,Platform,Review_Text,Translated_Text,Food,Service,Ambience,Pricing
2026-03-25,General,YouTube Comment,Stre mekar ek frurd singing aap hai koi bhi isse download na Kare place don't go iss me mere friends ki I'd block kardi thi don't go 🙏🙏🙏🙏🙏🙏🙏🙏,"Stre mekar ek freud singing aap hai, koi bhi download na kare place don't go iss me mere friends ki kardi kardi thi don't go 🙏🙏🙏🙏🙏🙏🙏🙏",0.0,0.0,-0.990894079208374,0.0
2026-03-25,General,YouTube Comment,overacting km krdo tou views badhenge bhai,"Don't overact so many views, brother!",0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Dono Indians ko bewakoof bana rahe hain. 😂 Dono ka pizza bakwas hai. Go to a nice italian restaurant in your vicinity to get the real taste of pizza.,Both are fooling Indians. ➡ Everyone's pizza is terrible. Go to a nice Italian restaurant in your vicinity to get the real taste of pizza.,-0.9890651702880859,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Most expensive pizza ❌ Most expensive veg pizza😂😂,Most expensive pizza ❌ Most expensive veg pizza😂😂,0.0,0.0,0.0,0.8790490627288818
2026-03-25,General,YouTube Comment,Both are bad,Both are bad,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Pizza hut is giving in less prize but dominos is very prize but dominos is very delicious 😋,Pizza hut is giving in less prize but dominos is very prize but dominos is very delicious 😋,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,"Maine bhi pichli bar meri dost ki saath dominoes 6 in 1 order kiya tha thoda expensive tha, shayat 400/- ya 500/- rs ki kareeb tha. Par taste mazedaar tha","Last time I also ordered Dominoes 6 in 1 with my friend and it was a bit expensive, around Rs 400/- or Rs 500/-. It was delicious to taste.",0.9853357672691345,0.9853357672691345,0.0,0.9853357672691345
2026-03-25,Delhi,YouTube Comment,"Domino’s committed fraud.
On 19th January, I placed an order worth ₹6,000. I entered the delivery address as Patiala, but the system automatically selected the store location as Okhla, Delhi.
When I realized this mistake, I tried to contact the store. I got the store’s number through chat support, but the number was switched off. Despite this, they prepared the order without confirming anything with me, even though it was a high-value order.
Later, they called me, but by that time I had already requested a refund.
They never called to confirm the address before preparing the order, which they should have done for such a big order.
When I asked to cancel, they did not cancel the order, kept the pizzas with themselves, and did not issue any refund.
This is completely unprofessional and unfair. I want my full refund.","Domino’s committed fraud.
On 19th January, I placed an order worth ₹6,000. I entered the delivery address as Patiala, but the system automatically selected the store location as Okhla, Delhi.
When I realized this mistake, I tried to contact the store. I got the store’s number through chat support, but the number was switched off. Despite this, they prepared the order without confirming anything with me, even though it was a high-value order.
Later, they called me, but by that time I had already requested a refund.
They never called to confirm the address before preparing the order, which they should have done for such a big order.
When I asked to cancel, they did not cancel the order, kept the pizzas with themselves, and did not issue any refund.
This is completely unprofessional and unfair. I want my full refund.",0.0,-0.9990047812461853,-0.9990047812461853,-0.9990047812461853
2026-03-25,General,YouTube Comment,Kya baat kar rahi hai mera favourite pizza hai ! I order seven of them last night yummmm,What are you talking about? My favorite is pizza! I ordered seven of them last night yummmm,0.0,0.9888885617256165,0.0,0.0
2026-03-25,General,YouTube Comment,Thoda sa extra cheese panner capsicum Tomato onion bhi hota to achha rhta na bhai or 1 chocolava or 1 coke with garlic bread free hota to or accha hota yaar😢😢😢😢,"A little extra cheese, panner, capsicum, tomato onion also hota to taste bhai or 1 chocolava or 1 coke with garlic bread free hota to or acha hota yaar😢😢😢😢",-0.9809215664863586,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,iske uppar half plate chicken chillye daal k khaa lo 70 -80 ₹ padega 😅..... ya anda burji uppar say daal k khaa lo... 😅,iske uppar half plate chicken chillye daal k khaa lo 70-80 ₹ padega 😅..... ya anda burji uppar say daal k khaa lo... 😅,-0.9959482550621033,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Mujhe sabse accha YHI lgta h,My best friend,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,"Maida aur cheese ke naam pe palm oil wala mayo

Kitna kachra khane ke hum log aari ho gye hai","Mayo with palm oil in the name of flour and cheese

How much garbage have we consumed?",0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,But the dipe was actually really testy🤌,But the dipe was actually really testy🤌,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,I eat this meal it was good❤,I eat this meal it was good❤,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Dominos lunch meal,Dominos lunch meal,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Wow nice food❤,Wow nice food❤,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,"DOMINOS COUPON CODE


 🧀 MELT1919 – 33% off up to ₹300 (MOV ₹499)
 🍕 SNAC1919– 33% off up to ₹200 (MOV ₹399)
 🥖 BITE1919 – ₹100 off on ₹249
✨ YUM1919– ₹120 off on ₹299

All with free delivery – duh! 🚀","DOMINOS COUPON CODE


 🧀 MELT1919 – 33% off up to ₹300 (MOV ₹499)
 🍕 SNAC1919– 33% off up to ₹200 (MOV ₹399)
 🥖 BITE1919 – ₹100 off on ₹249
✨ YUM1919– ₹120 off on ₹299

All with free delivery – duh! 🚀",0.0,-0.996921956539154,0.0,0.0
2026-03-25,General,YouTube Comment,Wish ma dominos ki barbadi mangi ha,Wish I have sought the destruction of dominos.,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Bro is back to back roasting dominos💀,Bro is back to back roasting dominos💀,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Please do not use clickbait titles with your kid in the thumbnail. Boht buri nazar lag jayegi bache ko. Sab usse hi gaali de rahe hai,Please do not use clickbait titles with your kid in the thumbnail. You will be left with a very bad look. Everyone is abusing him,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Food waste mat kiya kar bhootiye,Food waste mat kiya kar bhootiye,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,Domino's Pizza ho ya kisi bhi brand ka pizza .. use 2 ghante se jyada late Nhii khana chaiye bch ja rha h to fenk do it's not good for anyone health,Be it Domino's Pizza or any brand of pizza.. Do not eat late for more than 2 hours. I am ready to throw it away. It's not good for anyone's health.,0.0,0.0,0.0,0.0
2026-03-25,General,YouTube Comment,"Toh matlab 2 log, yani tu aur teri biwi....yaa..tu aur tera bachaa. Soch ke mangaya crow","So meaning 2 log, i.e. you and your wife...yaa..you and your wife. The crow called for the thought",0.0,0.0,0.0,0.0
